account_id,account_type,posted_date,amount,currency,raw_description,source,transaction_id
isracard-5678,credit_card,2026-07-08,-967.59,ILS,KSP מחשבים,seed,2a1cce4cde72a4f7
isracard-5678,credit_card,2026-07-08,-410.30,ILS,ZARA TLV,seed,d7739371a7629673
leumi-main,bank,2026-07-09,24500.00,ILS,משכורת חברת הייטק בעמ,seed,bb806f73d8bec525
isracard-5678,credit_card,2026-07-09,-303.55,ILS,ZARA TLV,seed,a517437fe535aaf2
max-1234,credit_card,2026-07-09,-1309.64,ILS,KSP מחשבים,seed,7332913bdb5842ca
max-1234,credit_card,2026-07-09,-58.17,ILS,קפה גרג,seed,aaccdc276596fee8
leumi-main,bank,2026-07-10,-11505.87,ILS,חיוב ישראכרט,seed,0e8efff076dd3311
leumi-main,bank,2026-07-10,-8870.47,ILS,חיוב מקס איט פיננסים,seed,fbc2befc3cb4f108
leumi-main,bank,2026-07-10,-3000.00,ILS,העברה לחשבון חסכון,seed,c7b7c41ccd510658
leumi-savings,bank,2026-07-10,3000.00,ILS,העברה מחשבון עוש,seed,5df948debec5c995
max-1234,credit_card,2026-07-10,-43.38,ILS,GETT,seed,1322e7ec8220c60a
isracard-5678,credit_card,2026-07-10,-697.81,ILS,ארנונה תל אביב,seed,205ce3b9d47ef69a
isracard-5678,credit_card,2026-07-11,-25.00,ILS,SPOTIFY,seed,62c9e8b033d94469
isracard-5678,credit_card,2026-07-14,-212.63,ILS,שופרסל דיל,seed,596cb90c61287c1b
isracard-5678,credit_card,2026-07-15,-12.00,ILS,iCloud,seed,334cf824d350cb11
max-1234,credit_card,2026-07-15,-3025.95,ILS,גן ילדים פרטי,seed,ae129afe9d01c881
isracard-5678,credit_card,2026-07-15,-698.70,ILS,חברת החשמל,seed,229d270b45eedbe6
max-1234,credit_card,2026-07-16,-81.82,ILS,מכבי שירותי בריאות,seed,17f6173ab866eb33
isracard-5678,credit_card,2026-07-17,-143.42,ILS,מכבי שירותי בריאות,seed,5caad014f117985a
isracard-5678,credit_card,2026-07-18,-25.00,ILS,SPOTIFY,seed,88390caf65e643db
max-1234,credit_card,2026-07-19,-61.87,ILS,קפה גרג,seed,4c7c5079a1338e05
isracard-5678,credit_card,2026-07-19,-478.09,ILS,יוחננוף,seed,8e076e12efd56219
max-1234,credit_card,2026-07-19,-194.88,ILS,ZARA TLV,seed,8c88d7c4f6ec08fe
isracard-5678,credit_card,2026-07-19,-300.96,ILS,רמי לוי 342,seed,e708671abc17c92a
max-1234,credit_card,2026-07-21,-375.49,ILS,רמי לוי 342,seed,893f3e96eb622383
isracard-5678,credit_card,2026-07-21,-242.20,ILS,מי אביבים,seed,391f6ee70b79e55e
max-1234,credit_card,2026-07-21,-192.88,ILS,ZARA TLV,seed,6aaaf023363aeb52
max-1234,credit_card,2026-07-23,-133.24,ILS,סינמה סיטי,seed,8ff809f54f6d279a
isracard-5678,credit_card,2026-07-24,-199.69,ILS,סינמה סיטי,seed,7b4de9c7d7a1d041
max-1234,credit_card,2026-07-24,-573.19,ILS,הפניקס ביטוח,seed,ac54c940ab09c8cd
isracard-5678,credit_card,2026-07-24,-1048.87,ILS,KSP מחשבים,seed,35473706a7d094a3
isracard-5678,credit_card,2026-07-25,-491.34,ILS,יוחננוף,seed,38513b311812dccf
isracard-5678,credit_card,2026-07-26,-247.57,ILS,סופר פארם,seed,c3eb0281c8dc8c43
max-1234,credit_card,2026-07-26,-279.89,ILS,חברת החשמל,seed,950a319d8ff5d4f5
isracard-5678,credit_card,2026-07-28,-82.18,ILS,קפה גרג,seed,4e41bd29d75a2809
isracard-5678,credit_card,2026-07-28,-190.47,ILS,מי אביבים,seed,4e474bd3b072f9f4
max-1234,credit_card,2026-07-28,-899.59,ILS,חברת החשמל,seed,84dd74d98be9d3cc
max-1234,credit_card,2026-07-29,-488.47,ILS,הפניקס ביטוח,seed,fa88ca700bf2422a
max-1234,credit_card,2026-07-30,-2883.59,ILS,גן ילדים פרטי,seed,4edc26ffc88fcef4
leumi-main,bank,2026-08-01,-6200.00,ILS,שכר דירה הוראת קבע,seed,765a26c78814fc39
isracard-5678,credit_card,2026-08-02,-325.84,ILS,חברת החשמל,seed,7a3ec2a082e8f041
isracard-5678,credit_card,2026-08-03,-350.97,ILS,שופרסל דיל,seed,7946c4e493cf3203
isracard-5678,credit_card,2026-08-04,-448.49,ILS,שופרסל דיל,seed,e055ad9b961c984a
isracard-5678,credit_card,2026-08-04,-77.91,ILS,קפה גרג,seed,c008aa857fc021f2
max-1234,credit_card,2026-08-04,-129.31,ILS,מכבי שירותי בריאות,seed,d8df4fee9d375c49
isracard-5678,credit_card,2026-08-05,-175.55,ILS,וולט,seed,f9848de33af0b742
max-1234,credit_card,2026-08-05,-166.47,ILS,וולט,seed,2799955199ad19d4
max-1234,credit_card,2026-08-05,-488.18,ILS,KSP מחשבים,seed,e2ead31abbe2b363
isracard-5678,credit_card,2026-08-06,-735.86,ILS,חברת החשמל,seed,16c62f6afd01d21b
max-1234,credit_card,2026-08-07,-124.44,ILS,רב קו אונליין,seed,f9d93891f656eb18
isracard-5678,credit_card,2026-08-08,-93.00,ILS,סינמה סיטי,seed,4b84fb185243213c
isracard-5678,credit_card,2026-08-08,-25.00,ILS,SPOTIFY,seed,9820afc94ece5c1f
max-1234,credit_card,2026-08-08,-535.60,ILS,ארנונה תל אביב,seed,c84fa8bfbb227c58
leumi-main,bank,2026-08-09,24500.00,ILS,משכורת חברת הייטק בעמ,seed,45e43d63f13bae82
isracard-5678,credit_card,2026-08-09,-649.14,ILS,ארנונה תל אביב,seed,c99828be72914f70
isracard-5678,credit_card,2026-08-09,-475.62,ILS,ZARA TLV,seed,ad8ecb58662b43ce
isracard-5678,credit_card,2026-08-09,-418.17,ILS,ארנונה תל אביב,seed,68cdd11091a18354
isracard-5678,credit_card,2026-08-09,-31.89,ILS,רב קו אונליין,seed,8b7575452a384cd6
max-1234,credit_card,2026-08-09,-191.96,ILS,KSP מחשבים,seed,57350bbb38184ca7
leumi-main,bank,2026-08-10,-14851.54,ILS,חיוב מקס איט פיננסים,seed,75c2d9492a00aee5
leumi-main,bank,2026-08-10,-10551.21,ILS,חיוב ישראכרט,seed,48cffae361ef05b6
leumi-main,bank,2026-08-10,-3000.00,ILS,העברה לחשבון חסכון,seed,054021d9f2f8d017
leumi-savings,bank,2026-08-10,3000.00,ILS,העברה מחשבון עוש,seed,3ef171d231267588
isracard-5678,credit_card,2026-08-11,-398.62,ILS,ZARA TLV,seed,13e29496e47e2ee3
max-1234,credit_card,2026-08-11,-86.07,ILS,סינמה סיטי,seed,27a699f144d5d794
max-1234,credit_card,2026-08-11,-3399.27,ILS,גן ילדים פרטי,seed,336c222d13952697
isracard-5678,credit_card,2026-08-11,-193.22,ILS,סופר פארם,seed,3eb6e85116681b12
